n,t,i,p,u,v
4551,25.250000000000224,3,6.093328107644846e-05,3.287223515292868e-06,2.3719491848540347e-06
4552,25.250000000000224,1,-,-,-
4553,25.250000000000224,2,-,-,-
4554,25.250000000000224,3,5.5664512414514704e-05,3.0011490200644002e-06,3.09573651506033e-06
4555,25.300000000000225,1,-,-,-
4556,25.300000000000225,2,-,-,-
4557,25.300000000000225,3,5.5169305995968174e-05,1.5619676536371686e-06,1.7554172722273669e-06
4558,25.300000000000225,1,-,-,-
4559,25.300000000000225,2,-,-,-
4560,25.300000000000225,3,0.0003579765792401505,3.618340232649443e-05,2.410703261247777e-05
4561,25.300000000000225,1,-,-,-
4562,25.300000000000225,2,-,-,-
4563,25.300000000000225,3,5.48464641037384e-05,1.4697438941569896e-06,1.6533688676343251e-06
4564,25.350000000000225,1,-,-,-
4565,25.350000000000225,2,-,-,-
4566,25.350000000000225,3,6.674279115264175e-05,3.971938031471985e-06,6.01561869379646e-06
4567,25.350000000000225,1,-,-,-
4568,25.350000000000225,2,-,-,-
4569,25.350000000000225,3,0.0002683812097346056,2.7321479387526056e-05,6.966446638087113e-05
4570,25.350000000000225,1,-,-,-
4571,25.350000000000225,2,-,-,-
4572,25.350000000000225,3,5.534419237048301e-05,1.5957919127190407e-06,1.791784569380149e-06
4573,25.400000000000226,1,-,-,-
4574,25.400000000000226,2,-,-,-
4575,25.400000000000226,3,5.6137766820395215e-05,1.6875585823763794e-06,1.9007948109906305e-06
4576,25.400000000000226,1,-,-,-
4577,25.400000000000226,2,-,-,-
4578,25.400000000000226,3,5.808895058685185e-05,3.1948748318213572e-06,5.031781768749279e-06
4579,25.400000000000226,1,-,-,-
4580,25.400000000000226,2,-,-,-
4581,25.400000000000226,3,5.562011665061563e-05,1.6300654738777445e-06,1.6735990019415729e-06
4582,25.450000000000227,1,-,-,-
4583,25.450000000000227,2,-,-,-
4584,25.450000000000227,3,0.00016715962969654827,1.3334996796085084e-05,1.456954824833886e-05
4585,25.450000000000227,1,-,-,-
4586,25.450000000000227,2,-,-,-
4587,25.450000000000227,3,5.7696345451594554e-05,1.87401805268944e-06,2.1503114731173314e-06
4588,25.450000000000227,1,-,-,-
4589,25.450000000000227,2,-,-,-
4590,25.450000000000227,3,5.822019470505887e-05,2.90535302295018e-06,2.7816496152863584e-06
4591,25.500000000000227,1,-,-,-
4592,25.500000000000227,2,-,-,-
4593,25.500000000000227,3,8.049892430935878e-05,5.538290184423899e-06,1.3549273411132532e-05
4594,25.500000000000227,1,-,-,-
4595,25.500000000000227,2,-,-,-
4596,25.500000000000227,3,8.074112808073907e-05,5.982248087574394e-06,5.586973049387036e-06
4597,25.500000000000227,1,-,-,-
4598,25.500000000000227,2,-,-,-
4599,25.500000000000227,3,5.71266717692871e-05,1.7067836405512891e-06,1.820665766973548e-06
4600,25.550000000000228,1,-,-,-
4601,25.550000000000228,2,-,-,-
4602,25.550000000000228,3,5.718557116869608e-05,1.6598958116433689e-06,1.8898546667774284e-06
4603,25.550000000000228,1,-,-,-
4604,25.550000000000228,2,-,-,-
4605,25.550000000000228,3,8.448622752890361e-05,6.464210046780412e-06,7.245539963802268e-06
4606,25.550000000000228,1,-,-,-
4607,25.550000000000228,2,-,-,-
4608,25.550000000000228,3,6.157001433599223e-05,2.6893477574080316e-06,3.0455888177137922e-06
4609,25.60000000000023,1,-,-,-
4610,25.60000000000023,2,-,-,-
4611,25.60000000000023,3,5.7626804198906856e-05,1.7001142323743905e-06,1.9064319966520168e-06
4612,25.60000000000023,1,-,-,-
4613,25.60000000000023,2,-,-,-
4614,25.60000000000023,3,9.6556873853089e-05,7.846257956122157e-06,9.948454734656934e-06
4615,25.60000000000023,1,-,-,-
4616,25.60000000000023,2,-,-,-
4617,25.60000000000023,3,6.12948646948982e-05,2.9695966853806177e-06,2.018262303032435e-06
4618,25.65000000000023,1,-,-,-
4619,25.65000000000023,2,-,-,-
4620,25.65000000000023,3,6.46178987844349e-05,4.02252620463506e-06,6.3891469199366685e-06
4621,25.65000000000023,1,-,-,-
4622,25.65000000000023,2,-,-,-
4623,25.65000000000023,3,7.541630838642207e-05,4.605004874555922e-06,9.82707102239561e-06
4624,25.65000000000023,1,-,-,-
4625,25.65000000000023,2,-,-,-
4626,25.65000000000023,3,7.404447568943642e-05,4.908583960111878e-06,7.012679369144151e-06
4627,25.70000000000023,1,-,-,-
4628,25.70000000000023,2,-,-,-
4629,25.70000000000023,3,5.8502769573358364e-05,1.7078067602423846e-06,1.9596151491555034e-06
4630,25.70000000000023,1,-,-,-
4631,25.70000000000023,2,-,-,-
4632,25.70000000000023,3,0.0005053298134754583,4.0049445843639496e-05,6.607739592910815e-05
4633,25.70000000000023,1,-,-,-
4634,25.70000000000023,2,-,-,-
4635,25.70000000000023,3,6.065440344176642e-05,5.659171211159535e-06,7.066808235212921e-06
4636,25.75000000000023,1,-,-,-
4637,25.75000000000023,2,-,-,-
4638,25.75000000000023,3,6.175026008495438e-05,2.075092356001843e-06,2.506446762828541e-06
4639,25.75000000000023,1,-,-,-
4640,25.75000000000023,2,-,-,-
4641,25.75000000000023,3,6.365993887995193e-05,3.6519786902531696e-06,5.55997580069693e-06
4642,25.75000000000023,1,-,-,-
4643,25.75000000000023,2,-,-,-
4644,25.75000000000023,3,7.524890135035657e-05,9.070609037093349e-06,4.766264504884731e-06
4645,25.80000000000023,1,-,-,-
4646,25.80000000000023,2,-,-,-
4647,25.80000000000023,3,6.007993818315244e-05,1.9198555127834974e-06,2.3130421298619098e-06
4648,25.80000000000023,1,-,-,-
4649,25.80000000000023,2,-,-,-
4650,25.80000000000023,3,6.797866317200039e-05,3.897091290696282e-06,5.422290927132404e-06
4651,25.80000000000023,1,-,-,-
4652,25.80000000000023,2,-,-,-
4653,25.80000000000023,3,6.205641806019507e-05,4.120051004765994e-06,2.768143916002675e-06
4654,25.850000000000232,1,-,-,-
4655,25.850000000000232,2,-,-,-
4656,25.850000000000232,3,6.907066702772002e-05,4.302568109796639e-06,5.78036188548677e-06
4657,25.850000000000232,1,-,-,-
4658,25.850000000000232,2,-,-,-
4659,25.850000000000232,3,6.532808864941041e-05,4.332169329814227e-06,4.0258120118895575e-06
4660,25.850000000000232,1,-,-,-
4661,25.850000000000232,2,-,-,-
4662,25.850000000000232,3,6.160237979663777e-05,3.733553928360588e-06,2.9416368196855857e-06
4663,25.900000000000233,1,-,-,-
4664,25.900000000000233,2,-,-,-
4665,25.900000000000233,3,6.038449903867992e-05,1.7652115143596223e-06,2.042659131204237e-06
4666,25.900000000000233,1,-,-,-
4667,25.900000000000233,2,-,-,-
4668,25.900000000000233,3,0.0001274092062980168,1.8692528862044998e-05,1.419139009425455e-05
4669,25.900000000000233,1,-,-,-
4670,25.900000000000233,2,-,-,-
4671,25.900000000000233,3,5.992036691207571e-05,1.6110990674431916e-06,1.8885520505694708e-06
4672,25.950000000000234,1,-,-,-
4673,25.950000000000234,2,-,-,-
4674,25.950000000000234,3,6.101946247548779e-05,1.932049618678854e-06,2.1786140358618945e-06
4675,25.950000000000234,1,-,-,-
4676,25.950000000000234,2,-,-,-
4677,25.950000000000234,3,0.0001329459254269595,1.295685192534686e-05,2.2053671174723818e-05
4678,25.950000000000234,1,-,-,-
4679,25.950000000000234,2,-,-,-
4680,25.950000000000234,3,6.046509197670106e-05,2.3113147072533292e-06,1.9248942955620823e-06
4681,26.000000000000234,1,-,-,-
4682,26.000000000000234,2,-,-,-
4683,26.000000000000234,3,6.157777137339129e-05,2.0267177098760423e-06,2.2377103132932905e-06
4684,26.000000000000234,1,-,-,-
4685,26.000000000000234,2,-,-,-
4686,26.000000000000234,3,8.751628234686107e-05,6.298848371778012e-06,8.012675808115773e-06
4687,26.000000000000234,1,-,-,-
4688,26.000000000000234,2,-,-,-
4689,26.000000000000234,3,6.123546168741476e-05,1.8053930595715677e-06,2.2335987193458374e-06
4690,26.050000000000235,1,-,-,-
4691,26.050000000000235,2,-,-,-
4692,26.050000000000235,3,6.431030905403352e-05,2.2619586699167747e-06,3.247591677104787e-06
4693,26.050000000000235,1,-,-,-
4694,26.050000000000235,2,-,-,-
4695,26.050000000000235,3,7.340871885432195e-05,4.000495972994262e-06,6.004168258457732e-06
4696,26.050000000000235,1,-,-,-
4697,26.050000000000235,2,-,-,-
4698,26.050000000000235,3,6.309736070974802e-05,2.9046028128892475e-06,2.927858638264023e-06
4699,26.100000000000236,1,-,-,-
4700,26.100000000000236,2,-,-,-
4701,26.100000000000236,3,6.326345160079823e-05,5.431049493772115e-06,2.386561143793995e-06
4702,26.100000000000236,1,-,-,-
4703,26.100000000000236,2,-,-,-
4704,26.100000000000236,3,7.146739207911422e-05,3.4988858606382017e-06,7.065960090366386e-06
4705,26.100000000000236,1,-,-,-
4706,26.100000000000236,2,-,-,-
4707,26.100000000000236,3,9.315151101922696e-05,6.940458896741707e-06,6.287722764764683e-06
4708,26.150000000000237,1,-,-,-
4709,26.150000000000237,2,-,-,-
4710,26.150000000000237,3,6.317335372788365e-05,1.9318619352673217e-06,2.1927260146002384e-06
4711,26.150000000000237,1,-,-,-
4712,26.150000000000237,2,-,-,-
4713,26.150000000000237,3,9.145022337360211e-05,5.899620757392189e-06,1.3300648938579806e-05
4714,26.150000000000237,1,-,-,-
4715,26.150000000000237,2,-,-,-
4716,26.150000000000237,3,6.784876312643966e-05,3.038228476759936e-06,4.780445096693527e-06
4717,26.200000000000237,1,-,-,-
4718,26.200000000000237,2,-,-,-
4719,26.200000000000237,3,6.394310731285966e-05,2.0528561273634187e-06,2.2832620223383985e-06
4720,26.200000000000237,1,-,-,-
4721,26.200000000000237,2,-,-,-
4722,26.200000000000237,3,7.439946158690743e-05,3.6242561649073836e-06,8.609815818665708e-06
4723,26.200000000000237,1,-,-,-
4724,26.200000000000237,2,-,-,-
4725,26.200000000000237,3,7.769211977486299e-05,4.9965180190310605e-06,7.109306867307076e-06
4726,26.250000000000238,1,-,-,-
4727,26.250000000000238,2,-,-,-
4728,26.250000000000238,3,6.467296533523785e-05,2.103319203043646e-06,2.3194428714208627e-06
4729,26.250000000000238,1,-,-,-
4730,26.250000000000238,2,-,-,-
4731,26.250000000000238,3,7.091387555908584e-05,3.6680702284152313e-06,5.736397382156416e-06
4732,26.250000000000238,1,-,-,-
4733,26.250000000000238,2,-,-,-
4734,26.250000000000238,3,7.69212718433298e-05,4.98461167698016e-06,6.78541639623903e-06
4735,26.30000000000024,1,-,-,-
4736,26.30000000000024,2,-,-,-
4737,26.30000000000024,3,6.927928184030184e-05,3.6978966979389686e-06,2.992916467687271e-06
4738,26.30000000000024,1,-,-,-
4739,26.30000000000024,2,-,-,-
4740,26.30000000000024,3,6.352997394366375e-05,2.1967959113691505e-06,2.75740902655521e-06
4741,26.30000000000024,1,-,-,-
4742,26.30000000000024,2,-,-,-
4743,26.30000000000024,3,6.827005677402604e-05,3.519727225468731e-06,4.013548227828468e-06
4744,26.35000000000024,1,-,-,-
4745,26.35000000000024,2,-,-,-
4746,26.35000000000024,3,6.819634744185702e-05,3.0281817239126373e-06,3.647008871741331e-06
4747,26.35000000000024,1,-,-,-
4748,26.35000000000024,2,-,-,-
4749,26.35000000000024,3,6.774162532942827e-05,2.4642110824621084e-06,4.7617060820647924e-06
4750,26.35000000000024,1,-,-,-
4751,26.35000000000024,2,-,-,-
4752,26.35000000000024,3,7.25460621639898e-05,4.272039926844004e-06,3.1524635739303007e-06
4753,26.40000000000024,1,-,-,-
4754,26.40000000000024,2,-,-,-
4755,26.40000000000024,3,6.857139769992287e-05,3.5465180595810737e-06,4.564660984179286e-06
4756,26.40000000000024,1,-,-,-
4757,26.40000000000024,2,-,-,-
4758,26.40000000000024,3,7.278160223743983e-05,3.8042937000530786e-06,6.049063075524314e-06
4759,26.40000000000024,1,-,-,-
4760,26.40000000000024,2,-,-,-
4761,26.40000000000024,3,6.714175959729269e-05,2.121901321070655e-06,2.872937849145694e-06
4762,26.45000000000024,1,-,-,-
4763,26.45000000000024,2,-,-,-
4764,26.45000000000024,3,0.00010478539482136116,1.0185362518734129e-05,1.7187057473250324e-05
4765,26.45000000000024,1,-,-,-
4766,26.45000000000024,2,-,-,-
4767,26.45000000000024,3,7.016077645223267e-05,2.6635025899825785e-06,3.844969495444576e-06
4768,26.45000000000024,1,-,-,-
4769,26.45000000000024,2,-,-,-
4770,26.45000000000024,3,7.091923072489685e-05,2.8079948867638826e-06,4.703946072310286e-06
4771,26.50000000000024,1,-,-,-
4772,26.50000000000024,2,-,-,-
4773,26.50000000000024,3,6.705761407694934e-05,2.089455229011461e-06,2.406629624645974e-06
4774,26.50000000000024,1,-,-,-
4775,26.50000000000024,2,-,-,-
4776,26.50000000000024,3,0.0001507494160596918,1.0550565901661745e-05,1.403847761325754e-05
4777,26.50000000000024,1,-,-,-
4778,26.50000000000024,2,-,-,-
4779,26.50000000000024,3,6.654305950882762e-05,1.8645189771718346e-06,2.193883176412312e-06
4780,26.550000000000242,1,-,-,-
4781,26.550000000000242,2,-,-,-
4782,26.550000000000242,3,6.767052489762727e-05,2.122509252732569e-06,2.439905564844931e-06
4783,26.550000000000242,1,-,-,-
4784,26.550000000000242,2,-,-,-
4785,26.550000000000242,3,0.00013582486743825737,1.01249658639242e-05,2.1005200388002876e-05
4786,26.550000000000242,1,-,-,-
4787,26.550000000000242,2,-,-,-
4788,26.550000000000242,3,6.711943313194285e-05,1.8792817562586579e-06,2.223603943641332e-06
4789,26.600000000000243,1,-,-,-
4790,26.600000000000243,2,-,-,-
4791,26.600000000000243,3,6.829102777165168e-05,2.1565685126674505e-06,2.4642952099483675e-06
4792,26.600000000000243,1,-,-,-
4793,26.600000000000243,2,-,-,-
4794,26.600000000000243,3,0.00010113890491402382,7.110652260767887e-06,1.1914397645238582e-05
4795,26.600000000000243,1,-,-,-
4796,26.600000000000243,2,-,-,-
4797,26.600000000000243,3,6.780717798223219e-05,1.926761033950774e-06,2.307672700153911e-06
4798,26.650000000000244,1,-,-,-
4799,26.650000000000244,2,-,-,-
4800,26.650000000000244,3,7.47216579421464e-05,3.69528406964765e-06,4.1149130847565036e-06
4801,26.650000000000244,1,-,-,-
4802,26.650000000000244,2,-,-,-
4803,26.650000000000244,3,7.75164601342216e-05,4.24218020347113e-06,4.9886280669789295e-06
4804,26.650000000000244,1,-,-,-
4805,26.650000000000244,2,-,-,-
4806,26.650000000000244,3,7.854365790621498e-05,5.230286347967866e-06,8.132302222902682e-06
4807,26.700000000000244,1,-,-,-
4808,26.700000000000244,2,-,-,-
4809,26.700000000000244,3,8.80309993522624e-05,6.174847656750475e-06,1.138004160920524e-05
4810,26.700000000000244,1,-,-,-
4811,26.700000000000244,2,-,-,-
4812,26.700000000000244,3,6.826938652145333e-05,2.416243651225904e-06,2.380393323082769e-06
4813,26.700000000000244,1,-,-,-
4814,26.700000000000244,2,-,-,-
4815,26.700000000000244,3,7.785353498402003e-05,3.931008337626651e-06,5.646347951153773e-06
4816,26.750000000000245,1,-,-,-
4817,26.750000000000245,2,-,-,-
4818,26.750000000000245,3,7.111358297493973e-05,2.686945047276302e-06,2.793883429684728e-06
4819,26.750000000000245,1,-,-,-
4820,26.750000000000245,2,-,-,-
4821,26.750000000000245,3,8.768593291195114e-05,9.909247283342599e-06,8.636487807560064e-06
4822,26.750000000000245,1,-,-,-
4823,26.750000000000245,2,-,-,-
4824,26.750000000000245,3,8.36826932279672e-05,3.6920759339898423e-06,6.221473272226301e-06
4825,26.800000000000246,1,-,-,-
4826,26.800000000000246,2,-,-,-
4827,26.800000000000246,3,7.087681498823588e-05,2.2780522438244256e-06,2.5952603964908987e-06
4828,26.800000000000246,1,-,-,-
4829,26.800000000000246,2,-,-,-
4830,26.800000000000246,3,8.616476583732231e-05,5.830940843318375e-06,4.19342356307698e-06
4831,26.800000000000246,1,-,-,-
4832,26.800000000000246,2,-,-,-
4833,26.800000000000246,3,7.035285714643846e-05,2.414917159942762e-06,2.7330246714725382e-06
4834,26.850000000000247,1,-,-,-
4835,26.850000000000247,2,-,-,-
4836,26.850000000000247,3,8.029632996298131e-05,4.796968823898272e-06,3.3769125430715727e-06
4837,26.850000000000247,1,-,-,-
4838,26.850000000000247,2,-,-,-
4839,26.850000000000247,3,6.993658452727488e-05,2.1227396254372584e-06,2.4131897450967523e-06
4840,26.850000000000247,1,-,-,-
4841,26.850000000000247,2,-,-,-
4842,26.850000000000247,3,7.766481685871474e-05,3.1952102502053903e-06,3.4426276912421176e-06
4843,26.900000000000247,1,-,-,-
4844,26.900000000000247,2,-,-,-
4845,26.900000000000247,3,7.218338515055683e-05,2.2713027831709874e-06,2.604647696349105e-06
4846,26.900000000000247,1,-,-,-
4847,26.900000000000247,2,-,-,-
4848,26.900000000000247,3,0.000141642883393075,1.804754518200152e-05,2.774259404394575e-05
4849,26.900000000000247,1,-,-,-
4850,26.900000000000247,2,-,-,-
4851,26.900000000000247,3,7.457391564533823e-05,2.616818998579408e-06,3.307705553915801e-06
4852,26.950000000000248,1,-,-,-
4853,26.950000000000248,2,-,-,-
4854,26.950000000000248,3,7.382249279831999e-05,2.5763525593817438e-06,2.771651427549983e-06
4855,26.950000000000248,1,-,-,-
4856,26.950000000000248,2,-,-,-
4857,26.950000000000248,3,8.281041345586744e-05,4.596911405070999e-06,4.018453126260145e-06
4858,26.950000000000248,1,-,-,-
4859,26.950000000000248,2,-,-,-
4860,26.950000000000248,3,7.335043380253765e-05,2.497344259090921e-06,2.6451531133382797e-06
4861,27.00000000000025,1,-,-,-
4862,27.00000000000025,2,-,-,-
4863,27.00000000000025,3,7.42143297747958e-05,2.811874390504694e-06,3.746707423929468e-06
4864,27.00000000000025,1,-,-,-
4865,27.00000000000025,2,-,-,-
4866,27.00000000000025,3,0.00010309374703140483,8.079428854079959e-06,1.1113469884929984e-05
4867,27.00000000000025,1,-,-,-
4868,27.00000000000025,2,-,-,-
4869,27.00000000000025,3,7.292769199613164e-05,2.087257968530264e-06,2.4484643896181823e-06
4870,27.05000000000025,1,-,-,-
4871,27.05000000000025,2,-,-,-
4872,27.05000000000025,3,7.427815593813073e-05,2.5822809667887436e-06,2.896708253616065e-06
4873,27.05000000000025,1,-,-,-
4874,27.05000000000025,2,-,-,-
4875,27.05000000000025,3,8.483039537874881e-05,3.3751567491439503e-06,5.1678165538737425e-06
4876,27.05000000000025,1,-,-,-
4877,27.05000000000025,2,-,-,-
4878,27.05000000000025,3,7.361814002164228e-05,2.2356792523805136e-06,2.581892015366407e-06
4879,27.10000000000025,1,-,-,-
4880,27.10000000000025,2,-,-,-
4881,27.10000000000025,3,8.912107689134682e-05,5.405242284956691e-06,6.389868110439224e-06
4882,27.10000000000025,1,-,-,-
4883,27.10000000000025,2,-,-,-
4884,27.10000000000025,3,7.352065829355582e-05,2.1866830212203805e-06,2.5231946339696847e-06
4885,27.10000000000025,1,-,-,-
4886,27.10000000000025,2,-,-,-
4887,27.10000000000025,3,8.55435562983524e-05,3.3846156442991718e-06,7.021584334309215e-06
4888,27.15000000000025,1,-,-,-
4889,27.15000000000025,2,-,-,-
4890,27.15000000000025,3,7.569608777129845e-05,2.3967855278379004e-06,2.761214749310673e-06
4891,27.15000000000025,1,-,-,-
4892,27.15000000000025,2,-,-,-
4893,27.15000000000025,3,0.00026221724175107974,3.0154376265150272e-05,4.9550479726478816e-05
4894,27.15000000000025,1,-,-,-
4895,27.15000000000025,2,-,-,-
4896,27.15000000000025,3,8.759925645533334e-05,4.209921951135522e-06,6.168146938380921e-06
4897,27.20000000000025,1,-,-,-
4898,27.20000000000025,2,-,-,-
4899,27.20000000000025,3,7.639583653662417e-05,2.518954882234e-06,2.829971415200994e-06
4900,27.20000000000025,1,-,-,-
4901,27.20000000000025,2,-,-,-
4902,27.20000000000025,3,0.0002736495022652698,1.9963850483754123e-05,3.4900303821553265e-05
4903,27.20000000000025,1,-,-,-
4904,27.20000000000025,2,-,-,-
4905,27.20000000000025,3,7.569182481271947e-05,2.1782359736766003e-06,2.5523056593183527e-06
4906,27.250000000000252,1,-,-,-
4907,27.250000000000252,2,-,-,-
4908,27.250000000000252,3,7.718493015661393e-05,2.4936752910610073e-06,2.8263749594302403e-06
4909,27.250000000000252,1,-,-,-
4910,27.250000000000252,2,-,-,-
4911,27.250000000000252,3,8.260102477557648e-05,5.887739885771323e-06,1.065534082244822e-05
4912,27.250000000000252,1,-,-,-
4913,27.250000000000252,2,-,-,-
4914,27.250000000000252,3,0.00010688572785638957,6.122305678778772e-06,8.08363600961451e-06
4915,27.300000000000253,1,-,-,-
4916,27.300000000000253,2,-,-,-
4917,27.300000000000253,3,7.777030400795495e-05,2.4537262592131723e-06,2.822811587484956e-06
4918,27.300000000000253,1,-,-,-
4919,27.300000000000253,2,-,-,-
4920,27.300000000000253,3,0.00028658839581676386,2.341266587378263e-05,2.7242096621396906e-05
4921,27.300000000000253,1,-,-,-
4922,27.300000000000253,2,-,-,-
4923,27.300000000000253,3,8.086616402394905e-05,5.446030001787264e-06,6.806771947816351e-06
4924,27.350000000000254,1,-,-,-
