n,t,i,p,u,v
5581,31.000000000000306,1,-,-,-
5582,31.000000000000306,2,-,-,-
5583,31.000000000000306,3,0.00018720080912159231,1.0027129626310529e-05,1.4248145198567359e-05
5584,31.000000000000306,1,-,-,-
5585,31.000000000000306,2,-,-,-
5586,31.000000000000306,3,0.00016143858274237616,4.9360020078419745e-06,5.620383879010429e-06
5587,31.000000000000306,1,-,-,-
5588,31.000000000000306,2,-,-,-
5589,31.000000000000306,3,0.00016420558233775834,5.0496258492374945e-06,5.77310303109593e-06
5590,31.050000000000306,1,-,-,-
5591,31.050000000000306,2,-,-,-
5592,31.050000000000306,3,0.00016763255089255827,5.633025193905517e-06,6.331517802557019e-06
5593,31.050000000000306,1,-,-,-
5594,31.050000000000306,2,-,-,-
5595,31.050000000000306,3,0.0001842392002763121,8.800912779348623e-06,1.3186945927582356e-05
5596,31.050000000000306,1,-,-,-
5597,31.050000000000306,2,-,-,-
5598,31.050000000000306,3,0.00016622537380710987,5.08592447347159e-06,5.801073810794262e-06
5599,31.100000000000307,1,-,-,-
5600,31.100000000000307,2,-,-,-
5601,31.100000000000307,3,0.000169678053115952,5.7165715485847316e-06,6.409189632705017e-06
5602,31.100000000000307,1,-,-,-
5603,31.100000000000307,2,-,-,-
5604,31.100000000000307,3,0.00018140141257960745,7.458783880283735e-06,1.0054245638845672e-05
5605,31.100000000000307,1,-,-,-
5606,31.100000000000307,2,-,-,-
5607,31.100000000000307,3,0.00031508519606819385,2.0650135064989348e-05,4.8540326276314275e-05
5608,31.150000000000308,1,-,-,-
5609,31.150000000000308,2,-,-,-
5610,31.150000000000308,3,0.0001733218387026131,6.119704897661476e-06,7.368040679695666e-06
5611,31.150000000000308,1,-,-,-
5612,31.150000000000308,2,-,-,-
5613,31.150000000000308,3,0.00018874367154046368,1.2186481654750806e-05,2.0349340666350938e-05
5614,31.150000000000308,1,-,-,-
5615,31.150000000000308,2,-,-,-
5616,31.150000000000308,3,0.00017054629456652296,5.3687795973757385e-06,5.948964976367848e-06
5617,31.20000000000031,1,-,-,-
5618,31.20000000000031,2,-,-,-
5619,31.20000000000031,3,0.00017416461274407231,5.934269404853087e-06,6.736432809749876e-06
5620,31.20000000000031,1,-,-,-
5621,31.20000000000031,2,-,-,-
5622,31.20000000000031,3,0.00018111586198410676,7.5854768966807296e-06,1.1461648161595655e-05
5623,31.20000000000031,1,-,-,-
5624,31.20000000000031,2,-,-,-
5625,31.20000000000031,3,0.00017249621641214993,5.44920895192246e-06,5.994968447872379e-06
5626,31.25000000000031,1,-,-,-
5627,31.25000000000031,2,-,-,-
5628,31.25000000000031,3,0.00017723546043463075,6.342413662195508e-06,7.3961889463966434e-06
5629,31.25000000000031,1,-,-,-
5630,31.25000000000031,2,-,-,-
5631,31.25000000000031,3,0.00018901662887278034,1.113809231598564e-05,1.9690498367851178e-05
5632,31.25000000000031,1,-,-,-
5633,31.25000000000031,2,-,-,-
5634,31.25000000000031,3,0.0001744683521848683,5.382871742860601e-06,6.124010041822456e-06
5635,31.30000000000031,1,-,-,-
5636,31.30000000000031,2,-,-,-
5637,31.30000000000031,3,0.00017784712366033037,5.982399594968473e-06,6.67645522488191e-06
5638,31.30000000000031,1,-,-,-
5639,31.30000000000031,2,-,-,-
5640,31.30000000000031,3,0.00017870595692304106,7.17669303941858e-06,6.977110213160381e-06
5641,31.30000000000031,1,-,-,-
5642,31.30000000000031,2,-,-,-
5643,31.30000000000031,3,0.0001765667560556988,5.4254436387945e-06,6.134650811287823e-06
5644,31.35000000000031,1,-,-,-
5645,31.35000000000031,2,-,-,-
5646,31.35000000000031,3,0.00018143413859774297,6.674826961643066e-06,7.419988629306422e-06
5647,31.35000000000031,1,-,-,-
5648,31.35000000000031,2,-,-,-
5649,31.35000000000031,3,0.00017725460467720236,6.24192048450645e-06,7.5988254611364535e-06
5650,31.35000000000031,1,-,-,-
5651,31.35000000000031,2,-,-,-
5652,31.35000000000031,3,0.0001822941685636251,6.265181380481879e-06,9.188705566248882e-06
5653,31.40000000000031,1,-,-,-
5654,31.40000000000031,2,-,-,-
5655,31.40000000000031,3,0.00018216660497773391,6.254797020705069e-06,6.864777620897866e-06
5656,31.40000000000031,1,-,-,-
5657,31.40000000000031,2,-,-,-
5658,31.40000000000031,3,0.0001797153016523412,5.838162549643322e-06,6.550565155945416e-06
5659,31.40000000000031,1,-,-,-
5660,31.40000000000031,2,-,-,-
5661,31.40000000000031,3,0.0001816477219812412,5.807851532224704e-06,6.520675362523955e-06
5662,31.450000000000312,1,-,-,-
5663,31.450000000000312,2,-,-,-
5664,31.450000000000312,3,0.0001871654065520456,7.188411209907055e-06,7.233458911898952e-06
5665,31.450000000000312,1,-,-,-
5666,31.450000000000312,2,-,-,-
5667,31.450000000000312,3,0.00018306989204603955,7.0148438891809055e-06,7.989945926260022e-06
5668,31.450000000000312,1,-,-,-
5669,31.450000000000312,2,-,-,-
5670,31.450000000000312,3,0.00018539687918117225,6.22252584980598e-06,7.3450634686033376e-06
5671,31.500000000000313,1,-,-,-
5672,31.500000000000313,2,-,-,-
5673,31.500000000000313,3,0.00018753570613859252,6.536659408610008e-06,7.324781600927684e-06
5674,31.500000000000313,1,-,-,-
5675,31.500000000000313,2,-,-,-
5676,31.500000000000313,3,0.00019284507133054526,9.30753791725762e-06,1.8399340470641763e-05
5677,31.500000000000313,1,-,-,-
5678,31.500000000000313,2,-,-,-
5679,31.500000000000313,3,0.00018508334174401964,5.81683602189522e-06,6.340650176301587e-06
5680,31.550000000000313,1,-,-,-
5681,31.550000000000313,2,-,-,-
5682,31.550000000000313,3,0.00018852665169135025,6.423964014364226e-06,6.936795184536209e-06
5683,31.550000000000313,1,-,-,-
5684,31.550000000000313,2,-,-,-
5685,31.550000000000313,3,0.00018822826727430276,9.089951987766632e-06,7.864903484251978e-06
5686,31.550000000000313,1,-,-,-
5687,31.550000000000313,2,-,-,-
5688,31.550000000000313,3,0.00018998153381652013,6.42919313801199e-06,7.585137755531629e-06
5689,31.600000000000314,1,-,-,-
5690,31.600000000000314,2,-,-,-
5691,31.600000000000314,3,0.0001915721410229382,6.6744688956766494e-06,7.105527771672674e-06
5692,31.600000000000314,1,-,-,-
5693,31.600000000000314,2,-,-,-
5694,31.600000000000314,3,0.0001861283190449954,5.810650092405944e-06,6.322840718454306e-06
5695,31.600000000000314,1,-,-,-
5696,31.600000000000314,2,-,-,-
5697,31.600000000000314,3,0.00019553216832056338,7.870456884424398e-06,1.0596839121267777e-05
5698,31.650000000000315,1,-,-,-
5699,31.650000000000315,2,-,-,-
5700,31.650000000000315,3,0.0001929508200324225,6.616300977824934e-06,7.018288034871804e-06
5701,31.650000000000315,1,-,-,-
5702,31.650000000000315,2,-,-,-
5703,31.650000000000315,3,0.00020725918797470742,9.45086366331098e-06,1.0266938496518038e-05
5704,31.650000000000315,1,-,-,-
5705,31.650000000000315,2,-,-,-
5706,31.650000000000315,3,0.00019141184090665602,5.949293704308877e-06,6.438882016676946e-06
5707,31.700000000000315,1,-,-,-
5708,31.700000000000315,2,-,-,-
5709,31.700000000000315,3,0.0001954089236078043,7.053248814938482e-06,7.18791537478299e-06
5710,31.700000000000315,1,-,-,-
5711,31.700000000000315,2,-,-,-
5712,31.700000000000315,3,0.0001919489388744974,6.975504446028639e-06,6.522139141321661e-06
5713,31.700000000000315,1,-,-,-
5714,31.700000000000315,2,-,-,-
5715,31.700000000000315,3,0.0002260598334367685,1.0162270379064668e-05,1.4170120964579538e-05
5716,31.750000000000316,1,-,-,-
5717,31.750000000000316,2,-,-,-
5718,31.750000000000316,3,0.00020702614974622873,9.864881504620411e-06,1.5313562958475786e-05
5719,31.750000000000316,1,-,-,-
5720,31.750000000000316,2,-,-,-
5721,31.750000000000316,3,0.00019266529731516458,6.043054013324081e-06,6.432348300053778e-06
5722,31.750000000000316,1,-,-,-
5723,31.750000000000316,2,-,-,-
5724,31.750000000000316,3,0.00019606318959695205,6.212681475872938e-06,6.653001996263373e-06
5725,31.800000000000317,1,-,-,-
5726,31.800000000000317,2,-,-,-
5727,31.800000000000317,3,0.00020415115689166596,7.4222450766048775e-06,9.287781181484672e-06
5728,31.800000000000317,1,-,-,-
5729,31.800000000000317,2,-,-,-
5730,31.800000000000317,3,0.00020165826821216847,8.087509989761771e-06,9.482843509800662e-06
5731,31.800000000000317,1,-,-,-
5732,31.800000000000317,2,-,-,-
5733,31.800000000000317,3,0.00019804237166628043,6.2591473250742505e-06,6.663065723871405e-06
5734,31.850000000000318,1,-,-,-
5735,31.850000000000318,2,-,-,-
5736,31.850000000000318,3,0.00020215850682736198,7.573913786363904e-06,7.33539239395829e-06
5737,31.850000000000318,1,-,-,-
5738,31.850000000000318,2,-,-,-
5739,31.850000000000318,3,0.0001986528281661748,7.865248479857926e-06,8.535515594931835e-06
5740,31.850000000000318,1,-,-,-
5741,31.850000000000318,2,-,-,-
5742,31.850000000000318,3,0.00020728412581456148,8.423090855021256e-06,1.018121233822646e-05
5743,31.90000000000032,1,-,-,-
5744,31.90000000000032,2,-,-,-
5745,31.90000000000032,3,0.00020391102153293137,6.969395960310991e-06,7.273018230056648e-06
5746,31.90000000000032,1,-,-,-
5747,31.90000000000032,2,-,-,-
5748,31.90000000000032,3,0.00020506816643224598,7.5485003560309115e-06,8.688268093616465e-06
5749,31.90000000000032,1,-,-,-
5750,31.90000000000032,2,-,-,-
5751,31.90000000000032,3,0.00020597556592083673,9.852841634313086e-06,7.530368329304774e-06
5752,31.95000000000032,1,-,-,-
5753,31.95000000000032,2,-,-,-
5754,31.95000000000032,3,0.0002062209933172222,7.234861985864476e-06,7.427960723837929e-06
5755,31.95000000000032,1,-,-,-
5756,31.95000000000032,2,-,-,-
5757,31.95000000000032,3,0.00020824931872076626,1.0898002365524739e-05,1.3051099336737679e-05
5758,31.95000000000032,1,-,-,-
5759,31.95000000000032,2,-,-,-
5760,31.95000000000032,3,0.00020742249277672185,7.197523214883393e-06,7.958738894278105e-06
5761,32.00000000000032,1,-,-,-
5762,32.00000000000032,2,-,-,-
5763,32.00000000000032,3,0.0002083453353375768,7.088745188753241e-06,7.389699223276851e-06
5764,32.00000000000032,1,-,-,-
5765,32.00000000000032,2,-,-,-
5766,32.00000000000032,3,0.00020674104136473372,6.8577992081326186e-06,9.088511287414003e-06
5767,32.00000000000032,1,-,-,-
5768,32.00000000000032,2,-,-,-
5769,32.00000000000032,3,0.000219744667204394,9.278563180656383e-06,1.2495490979051443e-05
5770,32.05000000000032,1,-,-,-
5771,32.05000000000032,2,-,-,-
5772,32.05000000000032,3,0.00021038337399101626,7.132594577762141e-06,7.399548686676553e-06
5773,32.05000000000032,1,-,-,-
5774,32.05000000000032,2,-,-,-
5775,32.05000000000032,3,0.0002492861625550638,1.3169888906583856e-05,1.5334892239219522e-05
5776,32.05000000000032,1,-,-,-
5777,32.05000000000032,2,-,-,-
5778,32.05000000000032,3,0.00020864687993387367,6.507037229027993e-06,6.83956694707921e-06
5779,32.100000000000314,1,-,-,-
5780,32.100000000000314,2,-,-,-
5781,32.100000000000314,3,0.00021385329371138024,7.344089075576518e-06,7.721165604656083e-06
5782,32.100000000000314,1,-,-,-
5783,32.100000000000314,2,-,-,-
5784,32.100000000000314,3,0.00021091188116660595,7.2542836191339855e-06,7.656279526278129e-06
5785,32.100000000000314,1,-,-,-
5786,32.100000000000314,2,-,-,-
5787,32.100000000000314,3,0.00021151990918600534,6.784276375665393e-06,7.311967326640482e-06
5788,32.15000000000031,1,-,-,-
5789,32.15000000000031,2,-,-,-
5790,32.15000000000031,3,0.00021504903636458203,7.2391096562019294e-06,7.4704890012447715e-06
5791,32.15000000000031,1,-,-,-
5792,32.15000000000031,2,-,-,-
5793,32.15000000000031,3,0.0002188206092143487,8.686710185645092e-06,8.993338985432347e-06
5794,32.15000000000031,1,-,-,-
5795,32.15000000000031,2,-,-,-
5796,32.15000000000031,3,0.000221212878312596,9.530903091160913e-06,1.4596013091534964e-05
5797,32.20000000000031,1,-,-,-
5798,32.20000000000031,2,-,-,-
5799,32.20000000000031,3,0.0002171494184631957,7.328643060641815e-06,7.6216144562594825e-06
5800,32.20000000000031,1,-,-,-
5801,32.20000000000031,2,-,-,-
5802,32.20000000000031,3,0.0002670983931478815,1.3024161906268817e-05,2.7629832628511605e-05
5803,32.20000000000031,1,-,-,-
5804,32.20000000000031,2,-,-,-
5805,32.20000000000031,3,0.00022142965754707954,8.2252388528545e-06,8.126494324155781e-06
5806,32.250000000000306,1,-,-,-
5807,32.250000000000306,2,-,-,-
5808,32.250000000000306,3,0.0002192317378896008,7.395499430517511e-06,7.571162979778893e-06
5809,32.250000000000306,1,-,-,-
5810,32.250000000000306,2,-,-,-
5811,32.250000000000306,3,0.00021892903457022868,8.02207448714263e-06,1.1728476209274806e-05
5812,32.250000000000306,1,-,-,-
5813,32.250000000000306,2,-,-,-
5814,32.250000000000306,3,0.0002218961324304347,7.716848420414788e-06,1.011610432946267e-05
5815,32.3000000000003,1,-,-,-
5816,32.3000000000003,2,-,-,-
5817,32.3000000000003,3,0.00022189432349722013,7.823299099638445e-06,7.786983699174807e-06
5818,32.3000000000003,1,-,-,-
5819,32.3000000000003,2,-,-,-
5820,32.3000000000003,3,0.00021601118725437607,6.680473627935941e-06,6.911057755567164e-06
5821,32.3000000000003,1,-,-,-
5822,32.3000000000003,2,-,-,-
5823,32.3000000000003,3,0.00022081012659997824,7.007947391938468e-06,7.85535984655675e-06
5824,32.3500000000003,1,-,-,-
5825,32.3500000000003,2,-,-,-
5826,32.3500000000003,3,0.00022592067723930566,7.838784794282847e-06,8.670832888062663e-06
5827,32.3500000000003,1,-,-,-
5828,32.3500000000003,2,-,-,-
5829,32.3500000000003,3,0.0002184016148659604,6.748714596248664e-06,6.9809261869937105e-06
5830,32.3500000000003,1,-,-,-
5831,32.3500000000003,2,-,-,-
5832,32.3500000000003,3,0.00022590979131614485,7.6234330016334675e-06,9.411064123563146e-06
5833,32.4000000000003,1,-,-,-
5834,32.4000000000003,2,-,-,-
5835,32.4000000000003,3,0.0002269963071548162,8.919358360219468e-06,8.513771894845188e-06
5836,32.4000000000003,1,-,-,-
5837,32.4000000000003,2,-,-,-
5838,32.4000000000003,3,0.00022065946543725038,6.835747558406599e-06,7.054933847722707e-06
5839,32.4000000000003,1,-,-,-
5840,32.4000000000003,2,-,-,-
5841,32.4000000000003,3,0.0002272253460856324,7.97318437272877e-06,8.378560470632424e-06
5842,32.450000000000294,1,-,-,-
5843,32.450000000000294,2,-,-,-
5844,32.450000000000294,3,0.00022915204804173353,7.927459992670946e-06,8.306083142974976e-06
5845,32.450000000000294,1,-,-,-
5846,32.450000000000294,2,-,-,-
5847,32.450000000000294,3,0.00022390433588210905,7.593490643871947e-06,9.755817796359019e-06
5848,32.450000000000294,1,-,-,-
5849,32.450000000000294,2,-,-,-
5850,32.450000000000294,3,0.00022661283041388165,7.6655384790109e-06,7.452883864326324e-06
5851,32.50000000000029,1,-,-,-
5852,32.50000000000029,2,-,-,-
5853,32.50000000000029,3,0.00023162588937962735,7.877382819778565e-06,8.15781366957122e-06
5854,32.50000000000029,1,-,-,-
5855,32.50000000000029,2,-,-,-
5856,32.50000000000029,3,0.000234133301343464,1.2395707032567204e-05,1.5036623083337812e-05
5857,32.50000000000029,1,-,-,-
5858,32.50000000000029,2,-,-,-
5859,32.50000000000029,3,0.00023167074824032054,8.278123321161245e-06,8.467570398453907e-06
5860,32.55000000000029,1,-,-,-
5861,32.55000000000029,2,-,-,-
5862,32.55000000000029,3,0.00023398462600187177,8.023759149304484e-06,8.36551555148636e-06
5863,32.55000000000029,1,-,-,-
5864,32.55000000000029,2,-,-,-
5865,32.55000000000029,3,0.00023429731378714173,9.188826590007317e-06,1.2872803616173814e-05
5866,32.55000000000029,1,-,-,-
5867,32.55000000000029,2,-,-,-
5868,32.55000000000029,3,0.00023086020166980387,7.43499724426775e-06,7.635728427413227e-06
5869,32.600000000000286,1,-,-,-
5870,32.600000000000286,2,-,-,-
5871,32.600000000000286,3,0.000235683168342185,7.922358548657186e-06,8.46386139099776e-06
5872,32.600000000000286,1,-,-,-
5873,32.600000000000286,2,-,-,-
5874,32.600000000000286,3,0.0002344165097897514,8.388513424737394e-06,1.1063122829186e-05
5875,32.600000000000286,1,-,-,-
5876,32.600000000000286,2,-,-,-
5877,32.600000000000286,3,0.00023510313660777147,8.036866976721233e-06,8.713065938967807e-06
5878,32.65000000000028,1,-,-,-
5879,32.65000000000028,2,-,-,-
5880,32.65000000000028,3,0.0002386859104042195,8.167089817456644e-06,8.553561158818273e-06
5881,32.65000000000028,1,-,-,-
5882,32.65000000000028,2,-,-,-
5883,32.65000000000028,3,0.00023295873461605184,7.459845039559899e-06,8.51874608529477e-06
5884,32.65000000000028,1,-,-,-
5885,32.65000000000028,2,-,-,-
5886,32.65000000000028,3,0.0002354830383323928,7.40015972182492e-06,7.762884968910513e-06
5887,32.70000000000028,1,-,-,-
5888,32.70000000000028,2,-,-,-
5889,32.70000000000028,3,0.0002399334607581409,8.077671579215691e-06,8.654658831077271e-06
5890,32.70000000000028,1,-,-,-
5891,32.70000000000028,2,-,-,-
5892,32.70000000000028,3,0.00023375728404263085,7.206617457124252e-06,7.504531268051887e-06
5893,32.70000000000028,1,-,-,-
5894,32.70000000000028,2,-,-,-
5895,32.70000000000028,3,0.00024344230096422746,8.928098632656823e-06,1.071081819087839e-05
5896,32.75000000000028,1,-,-,-
5897,32.75000000000028,2,-,-,-
5898,32.75000000000028,3,0.00024217594393356718,8.148633614788464e-06,8.438211622908795e-06
5899,32.75000000000028,1,-,-,-
5900,32.75000000000028,2,-,-,-
5901,32.75000000000028,3,0.0002360216011505641,7.301586621992448e-06,7.586833656904762e-06
5902,32.75000000000028,1,-,-,-
5903,32.75000000000028,2,-,-,-
5904,32.75000000000028,3,0.00025706877228903903,1.0844473208532167e-05,1.4132083449067665e-05
5905,32.800000000000274,1,-,-,-
5906,32.800000000000274,2,-,-,-
5907,32.800000000000274,3,0.00024605658527714064,9.978747692304072e-06,8.661259717667475e-06
5908,32.800000000000274,1,-,-,-
5909,32.800000000000274,2,-,-,-
5910,32.800000000000274,3,0.0002383878030673221,7.5654106436954346e-06,8.370288409508741e-06
5911,32.800000000000274,1,-,-,-
5912,32.800000000000274,2,-,-,-
5913,32.800000000000274,3,0.0002444342257076315,8.397952057385456e-06,8.794677834163716e-06
5914,32.85000000000027,1,-,-,-
5915,32.85000000000027,2,-,-,-
5916,32.85000000000027,3,0.0002475289250603311,8.424211797333306e-06,8.768524379006022e-06
5917,32.85000000000027,1,-,-,-
5918,32.85000000000027,2,-,-,-
5919,32.85000000000027,3,0.00024594853569951655,9.359727074862193e-06,1.4713372079123613e-05
5920,32.85000000000027,1,-,-,-
5921,32.85000000000027,2,-,-,-
5922,32.85000000000027,3,0.0002451816812657754,7.912211393821217e-06,8.318799485804164e-06
5923,32.90000000000027,1,-,-,-
5924,32.90000000000027,2,-,-,-
5925,32.90000000000027,3,0.00024910436691419834,8.43801786538909e-06,8.670935387496671e-06
5926,32.90000000000027,1,-,-,-
5927,32.90000000000027,2,-,-,-
5928,32.90000000000027,3,0.00024791806103205004,8.8224595634149e-06,1.2102284953806221e-05
5929,32.90000000000027,1,-,-,-
5930,32.90000000000027,2,-,-,-
5931,32.90000000000027,3,0.00025617263110778315,1.0096162676034001e-05,1.3068595370894054e-05
5932,32.950000000000266,1,-,-,-
5933,32.950000000000266,2,-,-,-
5934,32.950000000000266,3,0.00025124949173048575,8.540690223528261e-06,8.749972824991274e-06
5935,32.950000000000266,1,-,-,-
5936,32.950000000000266,2,-,-,-
5937,32.950000000000266,3,0.0002467290706968637,8.607697011049366e-06,1.2423427150233556e-05
5938,32.950000000000266,1,-,-,-
5939,32.950000000000266,2,-,-,-
5940,32.950000000000266,3,0.0002486107448172933,7.808485740822963e-06,8.099134601495975e-06
5941,33.00000000000026,1,-,-,-
5942,33.00000000000026,2,-,-,-
5943,33.00000000000026,3,0.00025366539531927664,8.680598414233991e-06,8.855963908363926e-06
5944,33.00000000000026,1,-,-,-
5945,33.00000000000026,2,-,-,-
5946,33.00000000000026,3,0.00024691839667192794,7.729646306403412e-06,7.98823857345906e-06
5947,33.00000000000026,1,-,-,-
5948,33.00000000000026,2,-,-,-
5949,33.00000000000026,3,0.00025135808218455395,8.906616966483006e-06,9.253759864998325e-06
5950,33.05000000000026,1,-,-,-
5951,33.05000000000026,2,-,-,-
5952,33.05000000000026,3,0.00025598297649850714,8.70763635473953e-06,8.936735893473346e-06
5953,33.05000000000026,1,-,-,-
5954,33.05000000000026,2,-,-,-
5955,33.05000000000026,3,0.0009071643305516195,6.594023810020956e-05,8.28797896348076e-05
5956,33.05000000000026,1,-,-,-
5957,33.05000000000026,2,-,-,-
5958,33.05000000000026,3,0.0002535593190149401,8.043646072055044e-06,8.304945033416756e-06
5959,33.10000000000026,1,-,-,-
5960,33.10000000000026,2,-,-,-
5961,33.10000000000026,3,0.0002667585798627617,1.0980522719910566e-05,1.0067662301270483e-05
5962,33.10000000000026,1,-,-,-
5963,33.10000000000026,2,-,-,-
5964,33.10000000000026,3,0.0002521943968952402,7.893651840136159e-06,8.205379868214296e-06
5965,33.10000000000026,1,-,-,-
5966,33.10000000000026,2,-,-,-
5967,33.10000000000026,3,0.0002563627419645046,8.087146110584283e-06,8.380812909131127e-06
5968,33.150000000000254,1,-,-,-
5969,33.150000000000254,2,-,-,-
5970,33.150000000000254,3,0.0002625799163665879,9.020618101652796e-06,9.318922708259733e-06
5971,33.150000000000254,1,-,-,-
5972,33.150000000000254,2,-,-,-
5973,33.150000000000254,3,0.00025432952712875517,8.615979697298179e-06,8.454812388030718e-06
5974,33.150000000000254,1,-,-,-
5975,33.150000000000254,2,-,-,-
5976,33.150000000000254,3,0.0002763962213215132,1.4151940599566448e-05,1.845722624664967e-05
5977,33.20000000000025,1,-,-,-
5978,33.20000000000025,2,-,-,-
5979,33.20000000000025,3,0.0002628838550975664,8.897361660242913e-06,9.220007336339665e-06
5980,33.20000000000025,1,-,-,-
5981,33.20000000000025,2,-,-,-
5982,33.20000000000025,3,0.00025684930115765667,8.492496869974971e-06,9.192026516324919e-06
5983,33.20000000000025,1,-,-,-
5984,33.20000000000025,2,-,-,-
5985,33.20000000000025,3,0.00026093296818057544,8.407662102253804e-06,9.285283102240992e-06
5986,33.25000000000025,1,-,-,-
5987,33.25000000000025,2,-,-,-
5988,33.25000000000025,3,0.0002650238582297322,9.003857851393814e-06,9.401337680406896e-06
5989,33.25000000000025,1,-,-,-
5990,33.25000000000025,2,-,-,-
5991,33.25000000000025,3,0.00025767923797440713,8.103443485606691e-06,8.5056864411871e-06
5992,33.25000000000025,1,-,-,-
5993,33.25000000000025,2,-,-,-
5994,33.25000000000025,3,0.00026530790169453593,9.220177783617273e-06,1.112968968710565e-05
5995,33.300000000000246,1,-,-,-
5996,33.300000000000246,2,-,-,-
5997,33.300000000000246,3,0.0002672451267464831,9.073550203913155e-06,9.448235130101163e-06
5998,33.300000000000246,1,-,-,-
5999,33.300000000000246,2,-,-,-
6000,33.300000000000246,3,0.000260146539630462,8.376325551875782e-06,8.798122834380587e-06
6001,33.300000000000246,1,-,-,-
6002,33.300000000000246,2,-,-,-
6003,33.300000000000246,3,0.00027518876537382405,1.153279514436478e-05,1.2654659099551195e-05
6004,33.35000000000024,1,-,-,-
6005,33.35000000000024,2,-,-,-
6006,33.35000000000024,3,0.00026930423199500637,9.13496012212015e-06,9.544333593814578e-06
6007,33.35000000000024,1,-,-,-
6008,33.35000000000024,2,-,-,-
6009,33.35000000000024,3,0.0002936389615161518,1.363490597342174e-05,1.6274532064721793e-05
6010,33.35000000000024,1,-,-,-
6011,33.35000000000024,2,-,-,-
6012,33.35000000000024,3,0.00026993417808894804,9.09949756797231e-06,1.130468769114373e-05
6013,33.40000000000024,1,-,-,-
6014,33.40000000000024,2,-,-,-
6015,33.40000000000024,3,0.00027177435202324293,9.235057387363024e-06,9.663208669282674e-06
6016,33.40000000000024,1,-,-,-
6017,33.40000000000024,2,-,-,-
6018,33.40000000000024,3,0.000386195508262875,5.612200204882675e-05,3.24035856599621e-05
6019,33.40000000000024,1,-,-,-
6020,33.40000000000024,2,-,-,-
6021,33.40000000000024,3,0.00026862585102223747,8.557278457149557e-06,8.890999660329463e-06
6022,33.45000000000024,1,-,-,-
6023,33.45000000000024,2,-,-,-
6024,33.45000000000024,3,0.0002740362016187636,9.416972853923999e-06,9.781090448018517e-06
6025,33.45000000000024,1,-,-,-
6026,33.45000000000024,2,-,-,-
6027,33.45000000000024,3,0.0002752059611801052,1.1847675811304476e-05,1.1167232195030191e-05
6028,33.45000000000024,1,-,-,-
6029,33.45000000000024,2,-,-,-
6030,33.45000000000024,3,0.0002719303685680147,1.0150601560377882e-05,9.357755645076122e-06
6031,33.500000000000234,1,-,-,-
6032,33.500000000000234,2,-,-,-
6033,33.500000000000234,3,0.0002782734320026576,9.975115359340375e-06,1.0949329086320345e-05
6034,33.500000000000234,1,-,-,-
6035,33.500000000000234,2,-,-,-
6036,33.500000000000234,3,0.0002688664485554436,8.672512506178151e-06,8.98248875832148e-06
6037,33.500000000000234,1,-,-,-
6038,33.500000000000234,2,-,-,-
6039,33.500000000000234,3,0.00027773790147138724,1.1073796039330147e-05,1.4771377493529062e-05
6040,33.55000000000023,1,-,-,-
6041,33.55000000000023,2,-,-,-
6042,33.55000000000023,3,0.00027806501978116924,9.650413073241552e-06,9.990834127428649e-06
6043,33.55000000000023,1,-,-,-
6044,33.55000000000023,2,-,-,-
6045,33.55000000000023,3,0.0002707393699006922,9.183462636232348e-06,9.405444110319613e-06
6046,33.55000000000023,1,-,-,-
6047,33.55000000000023,2,-,-,-
6048,33.55000000000023,3,0.00027456113930867743,8.842458681702892e-06,9.114146674839445e-06
6049,33.60000000000023,1,-,-,-
6050,33.60000000000023,2,-,-,-
6051,33.60000000000023,3,0.0002862109175776331,1.140459444623849e-05,1.1033001317074157e-05
6052,33.60000000000023,1,-,-,-
6053,33.60000000000023,2,-,-,-
6054,33.60000000000023,3,0.00027214030053391577,8.768528726540062e-06,8.963601469897761e-06
6055,33.60000000000023,1,-,-,-
6056,33.60000000000023,2,-,-,-
6057,33.60000000000023,3,0.00027704281786846585,9.102084356007224e-06,9.828174007562155e-06
6058,33.650000000000226,1,-,-,-
6059,33.650000000000226,2,-,-,-
6060,33.650000000000226,3,0.00028690518782944054,1.1073322882886191e-05,1.1580091707970932e-05
6061,33.650000000000226,1,-,-,-
6062,33.650000000000226,2,-,-,-
6063,33.650000000000226,3,0.0002744106298012212,8.876389514769798e-06,9.026252879842595e-06
6064,33.650000000000226,1,-,-,-
6065,33.650000000000226,2,-,-,-
6066,33.650000000000226,3,0.0002791124073631078,9.10715580375814e-06,9.309866475529634e-06
6067,33.70000000000022,1,-,-,-
6068,33.70000000000022,2,-,-,-
6069,33.70000000000022,3,0.0002849922306481668,1.0162054527919815e-05,1.0482811166171533e-05
6070,33.70000000000022,1,-,-,-
6071,33.70000000000022,2,-,-,-
6072,33.70000000000022,3,0.0002813133749416207,1.0339335750016785e-05,1.5458816171369777e-05
6073,33.70000000000022,1,-,-,-
6074,33.70000000000022,2,-,-,-
6075,33.70000000000022,3,0.0002861341857218187,1.0878500553322712e-05,1.0564435452929814e-05
6076,33.75000000000022,1,-,-,-
6077,33.75000000000022,2,-,-,-
6078,33.75000000000022,3,0.0002866182846098444,1.024638639550686e-05,1.0354888750443536e-05
6079,33.75000000000022,1,-,-,-
6080,33.75000000000022,2,-,-,-
6081,33.75000000000022,3,0.0002853931582997402,1.0252296289224557e-05,1.4434212823307572e-05
6082,33.75000000000022,1,-,-,-
6083,33.75000000000022,2,-,-,-
